Date,Open,High,Low,Close,Adj Close,Volume
2020-03-17,7198.52978515625,7550.1298828125,6959.14990234375,7473.9501953125,7473.9501953125,4920210000
2020-03-18,7023.85986328125,7336.8798828125,6837.52978515625,7175.18017578125,7175.18017578125,4935000000
2020-03-19,7190.2099609375,7514.14013671875,7037.47021484375,7288.52001953125,7288.52001953125,4778490000
2020-03-20,7391.22021484375,7487.830078125,6969.77001953125,6994.2900390625,6994.2900390625,5260300000
2020-03-23,6952.7099609375,7145.2900390625,6771.91015625,7006.919921875,7006.919921875,4348410000
2020-03-24,7349.0,7555.91015625,7304.39013671875,7553.830078125,7553.830078125,4441080000
2020-03-25,7543.9599609375,7777.60986328125,7390.41015625,7469.6201171875,7469.6201171875,4683630000
2020-03-26,7549.830078125,7913.10986328125,7549.830078125,7897.1298828125,7897.1298828125,4014670000
2020-03-27,7657.43994140625,7817.740234375,7580.22021484375,7588.3701171875,7588.3701171875,3989120000
2020-03-30,7678.830078125,7902.08984375,7651.43017578125,7889.009765625,7889.009765625,3870770000
2020-03-31,7855.740234375,8011.60009765625,7765.4599609375,7813.5,7813.5,4078960000
2020-04-01,7582.77978515625,7701.68017578125,7423.97021484375,7486.2900390625,7486.2900390625,3700040000
2020-04-02,7445.8798828125,7641.8701171875,7432.27978515625,7635.66015625,7635.66015625,3622170000
2020-04-03,7631.56982421875,7673.490234375,7439.77978515625,7528.10986328125,7528.10986328125,3294260000
2020-04-06,7819.06005859375,8110.66015625,7763.08984375,8081.66015625,8081.66015625,3849130000
2020-04-07,8287.48046875,8305.58984375,8043.06982421875,8049.31005859375,8049.31005859375,4085960000
2020-04-08,8134.2998046875,8254.41015625,8058.41015625,8229.5400390625,8229.5400390625,3487440000
2020-04-09,8284.3095703125,8334.23046875,8167.93017578125,8238.5302734375,8238.5302734375,4145460000
2020-04-13,8209.6796875,8338.150390625,8158.580078125,8332.740234375,8332.740234375,3184660000
2020-04-14,8489.26953125,8708.5498046875,8470.740234375,8692.16015625,8692.16015625,3767410000
2020-04-15,8548.4697265625,8666.240234375,8500.5595703125,8591.9599609375,8591.9599609375,3347920000
2020-04-16,8689.08984375,8793.349609375,8605.509765625,8757.830078125,8757.830078125,4057800000
2020-04-17,8876.66015625,8879.240234375,8704.3798828125,8832.41015625,8832.41015625,4348310000
2020-04-20,8742.5400390625,8855.1796875,8725.330078125,8726.509765625,8726.509765625,3827370000
2020-04-21,8639.740234375,8663.08984375,8359.83984375,8403.0,8403.0,3788180000
2020-04-22,8575.5703125,8708.48046875,8550.6103515625,8664.6396484375,8664.6396484375,3041520000
2020-04-23,8693.73046875,8796.490234375,8624.6298828125,8641.5,8641.5,3759890000
2020-04-24,8666.5703125,8791.3603515625,8599.990234375,8786.599609375,8786.599609375,3696020000
2020-04-27,8865.580078125,8887.6201171875,8803.8896484375,8837.66015625,8837.66015625,3694980000
2020-04-28,8913.2802734375,8918.3798828125,8668.669921875,8677.599609375,8677.599609375,3730350000
2020-04-29,8871.0400390625,9025.8203125,8832.0,8982.759765625,8982.759765625,4407140000
2020-04-30,9005.240234375,9023.0302734375,8920.419921875,9000.509765625,9000.509765625,4335660000
2020-05-01,8791.8798828125,8887.580078125,8688.580078125,8718.1796875,8718.1796875,3741300000
2020-05-04,8683.9404296875,8840.330078125,8665.400390625,8834.1103515625,8834.1103515625,3443140000
2020-05-05,8922.3896484375,9031.0,8900.5703125,8930.6201171875,8930.6201171875,3933550000
2020-05-06,8997.01953125,9065.580078125,8950.8896484375,8984.8603515625,8984.8603515625,3656750000
2020-05-07,9104.669921875,9136.1796875,9045.23046875,9101.8798828125,9101.8798828125,3787220000
2020-05-08,9165.7001953125,9224.490234375,9126.9697265625,9220.349609375,9220.349609375,3813630000
2020-05-11,9155.2099609375,9346.26953125,9155.2099609375,9298.919921875,9298.919921875,3925450000
2020-05-12,9326.0595703125,9354.4501953125,9109.08984375,9112.4501953125,9112.4501953125,4336510000
2020-05-13,9123.6904296875,9209.490234375,8890.16015625,9000.080078125,9000.080078125,4273210000
2020-05-14,8946.4501953125,9097.75,8860.76953125,9094.419921875,9094.419921875,3965970000
2020-05-15,8976.2900390625,9157.4599609375,8958.080078125,9152.6396484375,9152.6396484375,4240690000
2020-05-18,9281.3603515625,9367.5400390625,9248.7802734375,9331.9296875,9331.9296875,4341820000
2020-05-19,9326.2802734375,9422.900390625,9296.25,9298.5400390625,9298.5400390625,4193550000
2020-05-20,9415.25,9498.2802734375,9412.830078125,9485.01953125,9485.01953125,4315500000
2020-05-21,9487.6298828125,9515.0498046875,9361.830078125,9377.990234375,9377.990234375,3745270000
2020-05-22,9363.669921875,9421.9296875,9325.0703125,9413.990234375,9413.990234375,3668070000
2020-05-26,9570.5302734375,9570.5302734375,9379.900390625,9389.98046875,9389.98046875,4448950000
2020-05-27,9366.6298828125,9445.0595703125,9182.4501953125,9442.0498046875,9442.0498046875,4489110000
2020-05-28,9404.830078125,9568.8896484375,9391.83984375,9416.7099609375,9416.7099609375,4113660000
2020-05-29,9440.6396484375,9573.5498046875,9379.9296875,9555.5302734375,9555.5302734375,4742290000
2020-06-01,9526.4296875,9609.3798828125,9515.33984375,9598.8896484375,9598.8896484375,3847770000
2020-06-02,9603.1796875,9660.080078125,9511.8798828125,9657.3095703125,9657.3095703125,3990080000
2020-06-03,9689.7197265625,9729.6904296875,9648.9296875,9704.6904296875,9704.6904296875,4679030000
2020-06-04,9672.169921875,9741.9697265625,9577.7099609375,9629.66015625,9629.66015625,6141320000
2020-06-05,9673.08984375,9846.6298828125,9659.4501953125,9824.3896484375,9824.3896484375,6607730000
2020-06-08,9805.6904296875,9904.51953125,9753.8701171875,9901.51953125,9901.51953125,6197330000
2020-06-09,9861.1796875,10006.900390625,9859.0,9967.169921875,9967.169921875,5319450000
2020-06-10,10037.98046875,10155.2001953125,10022.4404296875,10094.259765625,10094.259765625,5170860000
2020-06-11,9907.5595703125,9978.1904296875,9586.25,9588.48046875,9588.48046875,5300850000
2020-06-12,9785.580078125,9849.009765625,9499.08984375,9663.7802734375,9663.7802734375,4388990000
2020-06-15,9517.1396484375,9809.41015625,9489.580078125,9776.8896484375,9776.8896484375,4476010000
2020-06-16,9983.650390625,10010.8896484375,9801.4501953125,9949.3701171875,9949.3701171875,4669320000
2020-06-17,9998.8603515625,10058.650390625,9952.5,9982.48046875,9982.48046875,4279700000
2020-06-18,9972.349609375,10018.5595703125,9942.1103515625,10012.0498046875,10012.0498046875,4335320000
2020-06-19,10104.6298828125,10121.669921875,9937.8095703125,10008.6396484375,10008.6396484375,6093830000
2020-06-22,10009.0,10134.6396484375,9989.490234375,10130.330078125,10130.330078125,4506960000
2020-06-23,10192.419921875,10306.900390625,10172.0703125,10209.8203125,10209.8203125,5755170000
2020-06-24,10183.76953125,10232.419921875,9943.240234375,10002.7001953125,10002.7001953125,5589130000
2020-06-25,10003.5,10110.2900390625,9901.2099609375,10101.830078125,10101.830078125,4779640000
2020-06-26,10087.080078125,10093.98046875,9837.740234375,9849.3603515625,9849.3603515625,7309380000
2020-06-29,9850.5498046875,9965.080078125,9742.8896484375,9961.16015625,9961.16015625,4336290000
2020-06-30,9970.2099609375,10185.349609375,9956.830078125,10156.849609375,10156.849609375,4510190000
2020-07-01,10160.41015625,10321.76953125,10142.75,10279.25,10279.25,4624430000
2020-07-02,10386.3798828125,10432.5498046875,10328.7802734375,10341.8896484375,10341.8896484375,4038920000
2020-07-06,10487.7001953125,10625.099609375,10485.8203125,10604.0595703125,10604.0595703125,4570260000
2020-07-07,10595.9404296875,10704.9296875,10516.6298828125,10524.009765625,10524.009765625,4337130000
2020-07-08,10594.41015625,10669.1298828125,10528.8203125,10666.7001953125,10666.7001953125,4030210000
2020-07-09,10745.8701171875,10785.9599609375,10574.9697265625,10754.58984375,10754.58984375,4013180000
2020-07-10,10751.76953125,10842.7802734375,10639.48046875,10836.330078125,10836.330078125,3537510000
2020-07-13,10951.5400390625,11069.259765625,10574.5595703125,10602.2099609375,10602.2099609375,4851880000
2020-07-14,10502.849609375,10701.8798828125,10370.7900390625,10689.51953125,10689.51953125,4461770000
2020-07-15,10752.1103515625,10780.400390625,10570.9599609375,10701.6796875,10701.6796875,4647070000
2020-07-16,10589.8603515625,10658.900390625,10495.08984375,10626.4599609375,10626.4599609375,4277760000
2020-07-17,10651.599609375,10680.7001953125,10558.7802734375,10645.2197265625,10645.2197265625,4361480000
2020-07-20,10672.9599609375,10971.51953125,10621.900390625,10952.080078125,10952.080078125,4314630000
2020-07-21,11015.5400390625,11017.4296875,10800.8701171875,10833.0703125,10833.0703125,5350750000
2020-07-22,10850.919921875,10910.240234375,10776.240234375,10870.75,10870.75,4128960000
2020-07-23,10853.16015625,10885.3798828125,10531.2197265625,10580.58984375,10580.58984375,4501540000
2020-07-24,10389.5400390625,10543.419921875,10313.9404296875,10483.1298828125,10483.1298828125,4233390000
2020-07-27,10547.1103515625,10689.5498046875,10527.6396484375,10674.3798828125,10674.3798828125,4244570000
2020-07-28,10644.33984375,10662.1904296875,10527.4296875,10532.5,10532.5,3894660000
2020-07-29,10602.400390625,10694.8798828125,10587.2001953125,10662.98046875,10662.98046875,4009640000
2020-07-30,10578.6298828125,10737.0302734375,10531.7900390625,10715.509765625,10715.509765625,4185810000
2020-07-31,10886.3603515625,10908.33984375,10707.400390625,10905.8798828125,10905.8798828125,4438730000
2020-08-03,11018.01953125,11085.5,10997.669921875,11055.080078125,11055.080078125,4203890000
2020-08-04,11048.5,11097.849609375,11002.5498046875,11096.5400390625,11096.5400390625,4016520000
2020-08-05,11107.240234375,11141.6904296875,11077.7001953125,11125.4404296875,11125.4404296875,4160740000
2020-08-06,11116.490234375,11282.240234375,11090.5,11267.080078125,11267.080078125,4120000000
2020-08-07,11235.240234375,11276.2998046875,11044.599609375,11139.3896484375,11139.3896484375,4263930000
2020-08-10,11153.509765625,11159.3798828125,10941.8701171875,11085.169921875,11085.169921875,4048420000
2020-08-11,11039.6796875,11090.919921875,10855.0595703125,10876.080078125,10876.080078125,4331770000
2020-08-12,10972.0703125,11190.259765625,10970.8701171875,11157.7197265625,11157.7197265625,3745230000
2020-08-13,11174.6396484375,11271.2197265625,11139.6396484375,11178.3701171875,11178.3701171875,3480470000
2020-08-14,11187.8203125,11213.26953125,11106.9296875,11164.4501953125,11164.4501953125,3514260000
2020-08-17,11231.9697265625,11306.4697265625,11228.1396484375,11288.5703125,11288.5703125,3214870000
2020-08-18,11339.759765625,11421.099609375,11279.080078125,11399.0302734375,11399.0302734375,3228590000
2020-08-19,11397.23046875,11440.2197265625,11303.400390625,11318.6396484375,11318.6396484375,3496480000
2020-08-20,11277.0498046875,11497.1796875,11268.4599609375,11477.0498046875,11477.0498046875,4215130000
2020-08-21,11476.849609375,11574.7900390625,11461.5302734375,11555.16015625,11555.16015625,3929290000
2020-08-24,11703.33984375,11728.08984375,11535.5498046875,11626.169921875,11626.169921875,3907310000
2020-08-25,11610.580078125,11723.9501953125,11580.8896484375,11721.8095703125,11721.8095703125,3475280000
2020-08-26,11779.349609375,11979.650390625,11768.0,11971.9404296875,11971.9404296875,3471520000
2020-08-27,11997.8896484375,12047.990234375,11842.83984375,11926.16015625,11926.16015625,3547400000
2020-08-28,11992.6796875,12018.1396484375,11928.6904296875,11995.849609375,11995.849609375,3012980000
2020-08-31,12017.4599609375,12167.4599609375,12000.1103515625,12110.7001953125,12110.7001953125,3612050000
2020-09-01,12203.3603515625,12300.4404296875,12132.7802734375,12292.8603515625,12292.8603515625,3511060000
2020-09-02,12417.4501953125,12439.48046875,12176.1796875,12420.5400390625,12420.5400390625,3982360000
2020-09-03,12195.75,12235.0,11662.1103515625,11771.3701171875,11771.3701171875,4465010000
2020-09-04,11686.240234375,11846.1796875,11145.990234375,11622.1298828125,11622.1298828125,4284440000
2020-09-08,11143.91015625,11400.4599609375,11055.16015625,11068.259765625,11068.259765625,3905420000
2020-09-09,11308.25,11480.3701171875,11197.1298828125,11395.849609375,11395.849609375,3550660000
2020-09-10,11501.4296875,11566.33984375,11095.9404296875,11154.1201171875,11154.1201171875,3840010000
2020-09-11,11251.1904296875,11280.41015625,10945.2197265625,11087.400390625,11087.400390625,3630250000
2020-09-14,11250.7998046875,11363.25,11192.8203125,11277.759765625,11277.759765625,3737610000
2020-09-15,11432.9404296875,11495.400390625,11367.2001953125,11438.8701171875,11438.8701171875,3786110000
2020-09-16,11467.900390625,11486.08984375,11242.9599609375,11247.599609375,11247.599609375,3678020000
2020-09-17,10965.740234375,11160.0400390625,10936.7998046875,11080.9501953125,11080.9501953125,3740110000
2020-09-18,11147.7998046875,11153.9697265625,10769.400390625,10936.98046875,10936.98046875,5759090000
2020-09-21,10768.009765625,10984.759765625,10677.849609375,10980.2197265625,10980.2197265625,3900970000
2020-09-22,11082.08984375,11207.080078125,10943.259765625,11186.3701171875,11186.3701171875,3515440000
2020-09-23,11167.2197265625,11179.58984375,10806.0498046875,10833.330078125,10833.330078125,4097320000
2020-09-24,10746.349609375,11026.4296875,10728.41015625,10896.4697265625,10896.4697265625,4086360000
2020-09-25,10910.5,11177.73046875,10851.6796875,11151.1298828125,11151.1298828125,3785270000
2020-09-28,11332.3203125,11369.400390625,11243.240234375,11364.4501953125,11364.4501953125,3591740000
2020-09-29,11354.7001953125,11396.2197265625,11305.7900390625,11322.9501953125,11322.9501953125,3389040000
2020-09-30,11328.5498046875,11535.009765625,11328.5498046875,11418.0595703125,11418.0595703125,4260630000
2020-10-01,11554.9599609375,11606.73046875,11488.599609375,11583.2001953125,11583.2001953125,4005900000
2020-10-02,11328.849609375,11479.080078125,11225.169921875,11255.6904296875,11255.6904296875,3731510000
2020-10-05,11345.240234375,11512.0595703125,11336.0703125,11509.0595703125,11509.0595703125,3623920000
2020-10-06,11476.6796875,11536.419921875,11256.259765625,11291.26953125,11291.26953125,4390960000
2020-10-07,11412.650390625,11519.5498046875,11382.48046875,11503.1904296875,11503.1904296875,3910770000
2020-10-08,11576.4404296875,11582.7802734375,11510.240234375,11550.9404296875,11550.9404296875,3507570000
2020-10-09,11615.5703125,11727.599609375,11600.8603515625,11725.849609375,11725.849609375,3504230000
2020-10-12,11900.1201171875,12204.75,11880.23046875,12088.1103515625,12088.1103515625,3885030000
2020-10-13,12131.0703125,12187.7802734375,12032.75,12083.169921875,12083.169921875,3634130000
2020-10-14,12105.099609375,12159.2099609375,11913.5703125,11985.3603515625,11985.3603515625,3410410000
2020-10-15,11767.26953125,11928.6298828125,11765.490234375,11898.5703125,11898.5703125,3325270000
2020-10-16,11952.1201171875,12034.1298828125,11824.1396484375,11852.169921875,11852.169921875,3166980000
2020-10-19,11913.009765625,11962.4697265625,11606.48046875,11634.349609375,11634.349609375,3477410000
2020-10-20,11679.080078125,11801.400390625,11613.759765625,11677.83984375,11677.83984375,3510040000
2020-10-21,11686.1904296875,11789.4599609375,11646.48046875,11665.3701171875,11665.3701171875,3467310000
2020-10-22,11712.6396484375,11739.2197265625,11529.73046875,11662.91015625,11662.91015625,3434040000
2020-10-23,11680.73046875,11693.009765625,11569.08984375,11692.5703125,11692.5703125,3145570000
2020-10-26,11584.169921875,11708.080078125,11360.73046875,11504.51953125,11504.51953125,3205100000
2020-10-27,11560.8603515625,11633.490234375,11503.099609375,11598.9501953125,11598.9501953125,3104770000
2020-10-28,11400.48046875,11426.099609375,11136.099609375,11142.759765625,11142.759765625,3930690000
2020-10-29,11214.330078125,11467.3701171875,11187.080078125,11350.740234375,11350.740234375,3244190000
2020-10-30,11265.7001953125,11293.759765625,10960.01953125,11052.9501953125,11052.9501953125,3671600000
2020-11-02,11152.48046875,11222.51953125,10957.1103515625,11084.759765625,11084.759765625,3209000000
2020-11-03,11155.849609375,11356.080078125,11115.5498046875,11279.91015625,11279.91015625,3216580000
2020-11-04,11627.759765625,11846.4599609375,11564.91015625,11777.01953125,11777.01953125,3620760000
2020-11-05,12021.76953125,12117.0400390625,11977.0703125,12078.0703125,12078.0703125,3848160000
2020-11-06,12044.2900390625,12116.91015625,11895.5,12091.349609375,12091.349609375,4183220000
2020-11-09,12194.7099609375,12268.66015625,11818.240234375,11830.3896484375,11830.3896484375,5863900000
2020-11-10,11704.4599609375,11761.9501953125,11512.4599609375,11624.2900390625,11624.2900390625,4736560000
2020-11-11,11734.8095703125,11904.1298828125,11714.3203125,11892.9296875,11892.9296875,3854680000
2020-11-12,11924.150390625,11976.8896484375,11786.08984375,11827.1396484375,11827.1396484375,3886670000
2020-11-13,11910.6201171875,11957.08984375,11808.9501953125,11937.83984375,11937.83984375,3654230000
2020-11-16,11925.3603515625,12035.5,11891.849609375,12013.3798828125,12013.3798828125,4172570000
2020-11-17,12030.26953125,12047.1298828125,11964.2001953125,11977.490234375,11977.490234375,4145030000
2020-11-18,11963.3603515625,12027.150390625,11892.5400390625,11894.7099609375,11894.7099609375,4731420000
2020-11-19,11863.1201171875,12000.2900390625,11842.66015625,11985.4296875,11985.4296875,5385190000
2020-11-20,11976.0,12017.419921875,11903.5703125,11906.4404296875,11906.4404296875,5350970000
2020-11-23,11959.8896484375,12001.830078125,11817.5302734375,11905.9404296875,11905.9404296875,5473250000
2020-11-24,11952.7001953125,12094.16015625,11878.3095703125,12079.8095703125,12079.8095703125,6339580000
2020-11-25,12112.1103515625,12174.990234375,12081.509765625,12152.2197265625,12152.2197265625,4448640000
2020-11-27,12220.3701171875,12306.7099609375,12214.4501953125,12258.2099609375,12258.2099609375,3401830000
2020-11-30,12278.7802734375,12299.6103515625,12090.9296875,12268.3203125,12268.3203125,7760390000
2020-12-01,12387.6201171875,12510.01953125,12338.3603515625,12455.330078125,12455.330078125,6512420000
2020-12-02,12390.580078125,12472.25,12318.26953125,12456.41015625,12456.41015625,5194960000
2020-12-03,12469.16015625,12538.919921875,12445.3603515625,12467.1298828125,12467.1298828125,5209980000
2020-12-04,12479.91015625,12531.2099609375,12450.509765625,12528.48046875,12528.48046875,5086900000
2020-12-07,12523.5703125,12610.0,12523.1201171875,12596.4697265625,12596.4697265625,4771820000
2020-12-08,12574.83984375,12651.349609375,12504.9697265625,12635.7197265625,12635.7197265625,4809480000
2020-12-09,12626.9697265625,12643.240234375,12311.2998046875,12364.6396484375,12364.6396484375,5168450000
2020-12-10,12268.4697265625,12447.849609375,12226.1298828125,12401.740234375,12401.740234375,4518580000
2020-12-11,12327.0703125,12378.6103515625,12236.7998046875,12375.41015625,12375.41015625,4292680000
2020-12-14,12427.8603515625,12544.3095703125,12426.25,12462.2099609375,12462.2099609375,4491930000
2020-12-15,12565.2802734375,12596.83984375,12467.5703125,12595.919921875,12595.919921875,4423650000
2020-12-16,12607.8701171875,12698.1103515625,12568.7099609375,12668.16015625,12668.16015625,4592700000
2020-12-17,12741.6396484375,12760.9697265625,12685.98046875,12752.0595703125,12752.0595703125,5029830000
2020-12-18,12786.919921875,12793.4697265625,12611.2197265625,12738.1796875,12738.1796875,7125800000
2020-12-21,12575.599609375,12706.4404296875,12474.0302734375,12690.259765625,12690.259765625,5192860000
2020-12-22,12715.48046875,12761.23046875,12606.419921875,12717.5595703125,12717.5595703125,5811850000
2020-12-23,12733.75,12737.58984375,12649.599609375,12653.1396484375,12653.1396484375,7100250000
2020-12-24,12668.2001953125,12732.5498046875,12665.7998046875,12711.009765625,12711.009765625,3305960000
2020-12-28,12813.9697265625,12861.91015625,12747.0498046875,12838.8603515625,12838.8603515625,5109140000
2020-12-29,12909.8603515625,12925.5302734375,12816.58984375,12843.490234375,12843.490234375,4726920000
2020-12-30,12900.0302734375,12917.4501953125,12828.7900390625,12845.3603515625,12845.3603515625,5343010000
2020-12-31,12852.9599609375,12904.08984375,12804.75,12888.2802734375,12888.2802734375,4815840000
2021-01-04,12950.2197265625,12950.2197265625,12537.419921875,12694.66015625,12694.66015625,6636170000
2021-01-05,12663.1298828125,12809.669921875,12663.1298828125,12802.3798828125,12802.3798828125,6971860000
2021-01-06,12601.259765625,12803.2900390625,12569.419921875,12623.349609375,12623.349609375,7689880000
2021-01-07,12745.41015625,12966.6796875,12744.8203125,12939.5703125,12939.5703125,6841480000
2021-01-08,13037.240234375,13113.08984375,12939.73046875,13105.2001953125,13105.2001953125,7289390000
2021-01-11,12961.5,13023.2099609375,12883.58984375,12902.490234375,12902.490234375,6960470000
2021-01-12,12916.099609375,12957.4296875,12783.7099609375,12892.08984375,12892.08984375,7264070000
2021-01-13,12911.8701171875,13008.849609375,12878.01953125,12973.6298828125,12973.6298828125,7104810000
2021-01-14,13010.9404296875,13037.0498046875,12886.16015625,12898.6904296875,12898.6904296875,6734100000
2021-01-15,12898.08984375,12941.2900390625,12758.099609375,12803.9296875,12803.9296875,6458360000
2021-01-19,12921.6103515625,13012.08984375,12861.2998046875,12996.5400390625,12996.5400390625,6297860000
2021-01-20,13155.1201171875,13332.259765625,13138.2998046875,13296.4501953125,13296.4501953125,6820990000
2021-01-21,13356.7001953125,13433.6904296875,13297.7900390625,13404.990234375,13404.990234375,7258640000
2021-01-22,13356.1796875,13404.76953125,13336.900390625,13366.400390625,13366.400390625,5972750000
2021-01-25,13515.6298828125,13563.7001953125,13205.58984375,13483.2900390625,13483.2900390625,7193710000
2021-01-26,13507.4697265625,13536.2998046875,13440.3203125,13490.1904296875,13490.1904296875,6849600000
2021-01-27,13371.16015625,13393.509765625,13034.1396484375,13112.650390625,13112.650390625,11621190000
2021-01-28,13163.3203125,13401.849609375,13150.099609375,13201.5302734375,13201.5302734375,9959270000
2021-01-29,13124.7001953125,13167.8701171875,12845.4296875,12925.3798828125,12925.3798828125,7872250000
2021-02-01,13067.650390625,13280.2197265625,12983.099609375,13248.900390625,13248.900390625,7092520000
2021-02-02,13371.3701171875,13501.23046875,13363.759765625,13456.1201171875,13456.1201171875,7325270000
2021-02-03,13555.0302734375,13561.4501953125,13400.080078125,13402.3701171875,13402.3701171875,7546940000
2021-02-04,13454.849609375,13563.1298828125,13406.4404296875,13560.8896484375,13560.8896484375,7295370000
2021-02-05,13592.76953125,13642.9599609375,13527.8095703125,13603.9599609375,13603.9599609375,6792910000
2021-02-08,13672.330078125,13698.41015625,13607.9599609375,13695.01953125,13695.01953125,8564530000
2021-02-09,13667.1396484375,13741.7900390625,13664.7001953125,13687.080078125,13687.080078125,8766770000
2021-02-10,13751.419921875,13770.91015625,13531.9296875,13655.26953125,13655.26953125,10785930000
2021-02-11,13723.6298828125,13747.2001953125,13637.1904296875,13734.349609375,13734.349609375,10916780000
2021-02-12,13695.900390625,13816.25,13656.7802734375,13807.7001953125,13807.7001953125,7416940000
2021-02-16,13841.0302734375,13879.76953125,13726.7802734375,13773.76953125,13773.76953125,7722100000
2021-02-17,13636.150390625,13713.1396484375,13552.66015625,13699.7099609375,13699.7099609375,7280500000
